,_id,text,orig_gender
63,train1572,who founded the first monastery ever in the history of christianity,m
64,train1646,who plays shawn's brother in the good doctor,m
65,train1661,who does mila kunis play on family guy,m
66,train1687,who killed the man on the orient express,m
67,train1765,who runs the international davis cup events for men's tennis,m
68,train1828,who played worf's son in star trek the next generation,m
69,train1865,who plays jack hunter in boy meets world,m
70,train1883,who kissed the frog that turned into a prince,m
71,train1889,who played mr. freeze in the original batman,m
72,train1902,who is the father of the nuclear navy,m
73,train1903,who used to be the host of man vs food,m
74,train1948,who played the boy in the plastic bubble,m
75,train1987,who wrote the song the king is gone,m
76,train2017,who won the male singles section at this years australian open,m
77,train2032,who was the king of england in 1951,m
78,train2061,who has been appointed as chairman of the 15th finance commission,m
79,train2075,guy who voices bob from bob's burgers,m
80,train2096,who sang the original version of mr. bojangles,m
81,train2126,who plays tony dinozzo's father on ncis,m
82,train2147,who is he and what is he to you creative source,m
83,train2165,who is the man in we are never ever getting back together,m
84,train2243,who was the first evicted from big brother 19,m
85,train2252,the actor who played fredo in the godfather,m
86,train2331,who was the joker before he went crazy,m
87,train2357,who played the dirty old man on laugh in,m
88,train2449,who sang old man river in the film showboat,m
89,train2452,who won the 1985 ncaa men's basketball championship,m
90,train2454,who played lucas mccain son on the rifleman,m
91,train2525,who become the tata sons chairman in 2017,m
92,train2570,who appoints chairman of state public service commission,m
93,train2572,who is pablo picasso and what did he do,m
94,train2580,who played andy's brother in the office,m
95,train2585,who does eden hazard's brother play for,m
96,train2633,who plays trey in father of the year,m
97,train2648,who played sky king in the tv series,m
98,train2665,who plays liam's brother on bold and the beautiful,m
99,train2706,who takes travis aside and tells him to shoot any animal that contracts hydrophobia,m
100,train2718,who is known as father of english literature,m
101,train2761,who led the progressive movement in wisconsin where he served as governor,m
102,train2765,who is the father in the rosie project,m
103,train2767,who does gnomeo meet in the park and what does he tell him,m
104,train2768,who plays boyles dad in brooklyn nine nine,m
105,train2771,who plays the dad in daddy's home,m
106,train2910,who is the boy in blues brothers 2000,m
107,train2925,who played king joffrey on game of thrones,m
108,train2990,who was the only u.s. president whose grandfather was also president,m
109,train3124,who sang john the revelator on sons of anarchy,m
110,train3133,who plays mr fitz in pretty little liars,m
111,train3144,who is bethany platts dad in coronation st,m
112,train3147,who wrote daddy was an old time preacher man,m
113,train3173,who plays peter parker in amazing spider man,m
114,train3197,where did the name red bull come from,m
115,train3244,who plays duke orsino in she's the man,m
116,train3283,who wrote the song better man for little big town,m
117,train3302,who is the father of the constitution of india,m
118,train3346,who is known as the father of polygraph,m
119,train3367,who played michael corleone's son in godfather 2,m
120,train3392,who played jason grimshaw's dad in corrie,m
121,train3475,who is known as the father of gospel music,m
122,train3485,who was the boy in the never ending story,m
123,train3486,who is the strongest man that ever lived,m
124,train3488,who is sarah's baby's dad in corrie,m
125,train3526,who is known as the father of toxicology,m
126,train3559,who was the painter who cut his ear,m
127,train3589,who sang the song if i were a boy,m
128,train3613,who played jazz in fresh prince of bel air,m
129,train3658,man who ran over pedestrians in new york,m
130,train3717,who played darien in the last boy scout,m
131,train3758,who wrote the book of 1&2 kings,m
132,train3765,who said man is the measure of all things,m
133,train3769,who plays the sheriff in sons of anarchy,m
134,train3897,what is pepper's real name from iron man,m
135,train3914,who plays serena van der woodsen's father,m
136,train3972,who played mr. furley on three's company,m
137,train4012,who said god in his heaven all's right with the world,m
138,train4062,who did robert de niro play in godfather 2,m
139,train4147,who wrote the book the godfather in 1969,m
140,train4169,who married mr. wickham in pride and prejudice,m
141,train4210,who is the prince of persia in the bible,m
142,train4232,who did michael kill at the end of the godfather,m
143,train4249,who played charlie chan's number one son,m
144,train4253,who is the guy on the cover of you've come a long way baby,m
145,train4280,who is nate's father on the young and restless,m
146,train4309,who is the chairman of human rights commission,m
147,train4376,who is the guy who does thug notes,m
148,train4409,who does the voice of nemo's dad in finding dory,m
149,train4473,who is the guy that makes daredevils suit,m
150,train4480,who sings i wanna be your man,m
151,train4523,who played the wild boy in mad max 2,m
152,train4531,who wrote the music and lyrics for the lion king,m
153,train4545,who sings even the man in the moon is crying,m
154,train4547,who sang from a jack to a king,m
155,train4617,who was known as the father of medicine,m
156,train4627,who is the actor that plays clay on sons of anarchy,m
157,train4663,who wrote his eye is on the sparrow song,m
158,train4681,who plays sandy the male nanny in friends,m
159,train4740,who has been appointed the new chairman of cauvery water dispute tribunal,m
160,train4824,who owns the land where burning man is held,m
161,train4831,who plays garcia's boyfriend on criminal minds,m
162,train4842,who plays lisa on fresh prince of bel air,m
163,train4880,who is the kid that played in big daddy,m
164,train4917,who plays eve baxter in last man standing,m
165,train4938,who plays the old man in mr nobody,m
166,train4944,who did vincent van gogh sell his painting to,m
167,train4982,who voiced spider man in the new game,m
168,train5012,who was the british king who lost all of the 13 colonies during the american revolutionary war,m
169,train5039,who played uncle ned on dennis the menace,m
170,train5074,who played dr chase's father on house,m
171,train5080,who played amy's brother peter on everybody loves raymond,m
172,train5130,where did the name grandfather clock come from,m
173,train5156,who plays ricky bobby's dad in talladega nights,m
174,train5170,who played the tin man in the wizard of oz,m
175,train5205,who is the actor who plays the son on breaking bad,m
176,train5245,who played mr. carlin on the bob newhart show,m
177,train5260,who does joe's voice on family guy,m
178,train5261,who plays california's son in the office,m
179,train5279,who sang somebody's knocking should i let him in,m
180,train5320,who sang you're a mean one mr. grinch in 1966 tv short,m
181,train5435,who sings your a mean one mr. grinch,m
182,train5492,who does the voice of mort on family guy,m
183,train5519,who is the teacher in boy meets world,m
184,train5536,who played mr bingley in pride and prejudice,m
185,train5540,who was the king of england in 1755,m
186,train5586,who is gay king in game of thrones,m
187,train5612,who discovered penicillin and how did he make the discovery,m
188,train5623,who played alan turner's son in emmerdale,m
189,train5708,who starred in o brother where art thou,m
190,train5833,who does mr. jones represent in animal farm,m
191,train5856,who is the guy in the don't leave music video,m
192,train5999,who plays danny's sons on blue bloods,m
193,train6046,who played the part of uncle ernie in the movie version of the rock opera tommy,m
194,train6062,who was the king of france in 1306,m
195,train6068,who plays mr. tumnus in the chronicles of narnia,m
196,train6100,who wrote the novel king solomon's mines,m
197,train6121,who is regarded as the father of the scenario method,m
198,train6161,who sang the original song king of the road,m
199,train6170,who is known as the father of modern rocketry,m
200,train6175,what is the name of hanuman's father,m
201,train6230,who made play that funky music white boy,m
202,train6236,who plays mr selfridge in the hit series,m
203,train6273,who wrote the song jessica by the allman brothers,m
204,train6280,who plays michelle's boyfriend in coronation street,m
205,train6317,who is grendel's father in the poem,m
206,train6330,who played the cigarette smoking man on the x-files,m
207,train6368,who played han solo son in star wars,m
208,train6398,who played the candy man in willy wonka,m
209,train6409,who is known as the father of green revolution,m
210,train6441,who plays menendez brothers in law and order,m
211,train6450,who played cousin emma on sanford and son,m
212,train6456,who sings i'm just a jealous guy,m
213,train6495,who voices spirit in spirit stallion of the cimarron,m
214,train6538,who plays the voice of mufasa in lion king,m
215,train6563,who transferred his capital from delhi to daulatabad,m
216,train6569,who sang simon smith and his amazing dancing bear,m
217,train6579,who plays brennan's brother in step brothers,m
218,train6668,who played the judge on my two dads,m
219,train6722,who was the first egyptian king to be called pharaoh,m
220,train6728,who won the second series of big brother,m
221,train6740,who is the old man that comes out in every marvel movie,m
222,train6743,who is the injured man in the open boat,m
223,train6784,who is the lorax and what is his role,m
224,train6807,who lost his head in the french revolution,m
225,train6822,can a man legally change his last name,m
226,train6829,who is the actor that plays iron man,m
227,train6830,who is the guy singing in if we were a movie,m
228,train6833,what is the real name of iron man,m
229,train6847,who played moonlight man in gerald's game,m
230,train6874,who is mary's husband in the bible,m
231,train6893,who was emperor of rome in 79 ad,m
232,train6977,who plays jonathan turner in boy meets world,m
233,train7082,who plays the father on republic of doyle,m
234,train7116,who played daenerys targaryen brother in game of thrones,m
235,train7182,who played king herod in jesus christ superstar,m
236,train7196,who plays cat grant's son on supergirl,m
237,train7242,who became known as the father of the constitution,m
238,train7259,who dies in dr jekyll and mr hyde,m
239,train7315,when will the man who killed don quixote be released,m
240,train7347,who are the two named suitors in the odyssey,m
241,train7396,who plays dwayne dad in death in paradise,m
242,train7439,who sang the original son of a preacher man,m
243,train7455,who played uncle fester in the addams family movies,m
244,train7490,who played chuck on king of the hill,m
245,train7516,who sings theme song for sons of anarchy,m
246,train7564,who played the phantom in league of extraordinary gentlemen,m
247,train7574,who wrote the lyrics to man in the mirror,m
248,train7587,who got married in think like a man 2,m
249,train7597,who led the revolt against the english king,m
250,train7631,who was the inca king who began the conquest that led to the creation of their empire,m
251,train7669,who wrote because he lives i can face tomorrow,m
252,train7760,who is rag n bone man backing singer,m
253,train7766,what is the father name in swiss family robinson,m
254,train7774,who used to present one man and his dog,m
255,train7775,who is the founding father of keynesianism (last name),m
256,train7802,who plays david hale's brother on sons of anarchy,m
257,train7869,who said god open the eyes of the king of england,m
258,train8007,who was responsible for overthrowing the emperor of the yuan dynasty in 1368,m
259,train8010,who is the president of china and how old is he,m
260,train8013,who plays jim's dad in american pie,m
261,train8022,who was the chola king to have conquered bengal,m
262,train8032,the name of the richest king in nigeria,m
263,train8117,who was the first king chosen to rule over the israelites,m
264,train8153,who played uncle albert in only fools and horses,m
265,train8167,who developed his approach to personality based on the reticular activation system,m
266,train8175,write the name of two kings of chahamanas dynasty,m
267,train8218,who does the voice of mr grouper on bubble guppies,m
268,train8284,who won the booker prize in 2008 for his novel the white tiger,m
269,train8287,who plays arias brother in pretty little liars,m
270,train8298,where did the name big brother come from,m
271,train8308,who made the fresh prince of bel air theme song,m
272,train8373,who plays marie's brother in bourne ultimatum,m
273,train8415,who sang i'll fly away in o brother where art thou,m
274,train8435,who was the first artist signed to bad boy records,m
275,train8464,who became king at age 7 in the bible,m
276,train8475,who plays chuck the evil sandwich making guy,m
277,train8502,who plays the dad in nanny mcphee 2,m
278,train8554,who was the movie white boy rick based off of,m
279,train8601,who is talking at the beginning of thriller by fall out boy,m
280,train8638,who is known as the father of sanskrit grammar,m
281,train8665,the story the little boy who cried wolf,m
282,train8688,who played jessica in the man from snowy river,m
283,train8694,who played the prince of darkness in criminal minds,m
284,train8730,who played annie's dad on 7th heaven,m
285,train8832,the guy who plays chris in everybody hates chris,m
286,train8864,who played the king in the movie one night with the king,m
287,train8925,roman emporer who wanted to make his horse consul,m
288,train8958,who played the dad on that 70 show,m
289,train9027,who is the present chairman of law commission of india,m
290,train9035,who sings ill make a man out of you,m
291,train9063,who in the bible almost sacrificed his son,m
292,train9144,who played the little boy in close encounters of the third kind,m
293,train9145,who plays teenage clark kent in man of steel,m
294,train9147,who played the natives in king kong 2005,m
295,train9154,who are the brothers who made the matrix,m
296,train9177,who was the man who escaped from alcatraz,m
297,train9272,who said walk with the king today and be a blessing,m
298,train9295,who plays benji's brother in alone together,m
299,train9311,who won the third series of big brother,m
300,train9324,who plays cinderella's prince in the movie into the woods,m
301,train9338,who sings half the dad he didn't have to be,m
302,train9417,what is the real name of mr bojangles,m
303,train9440,who does the guy end up with in definitely maybe,m
304,train9541,who plays mr gunderson on hell on wheels,m
305,train9556,who plays venus van dam in sons of anarchy,m
306,train9566,who plays mr. thornton in north and south,m
307,train9606,who is mr smith in mr smith goes to washington,m
308,train9617,who is the guy who yells mortal kombat,m
309,train9684,who is the lead singer of doobie brothers,m
310,train9696,who played the original emperor in star wars,m
311,train9698,who played lois lane in the man of steel,m
312,train9731,who plays will's mum on fresh prince,m
313,train9760,who played nora charles in the thin man,m
314,train9776,who sang as long as he needs me,m
315,train9789,who plays prince eric on once upon a time,m
316,train9883,who does corey seager's brother play for,m
317,train9951,who is monkey king in the ramayana who helps save sita,m
318,train9970,who plays general gage in sons of liberty,m
319,train9983,who helps santa claus in making his gifts,m
320,train10061,what is the name of belle's father,m
321,train10075,who won the men's world cup 2014,m
322,train10095,the boy scout who built a nuclear reactor,m
323,train10182,who was batman when bane broke his back,m
324,train10212,who was pontius pilate and what did he do,m
325,train10218,who played ashley in the fresh prince of bel-air,m
326,train10224,who became king after the english civil war,m
327,train10230,who was the u.s. president during the mexican – american war which idea did he support,m
328,train10340,who was the first man to reach the deepest part of the ocean,m
329,train10363,who does the voice of mr. krabs on spongebob,m
330,train10384,who does the voice of lois in family guy,m
331,train10401,who plays the voice of nala in lion king,m
332,train10440,who is the little boy in pet sematary,m
333,train10465,who voices bill on king of the hill,m
334,train10505,who became emperor of rome after the death of caesar and the civil war,m
335,train10658,who sang the theme tune to the likely lads,m
336,train10733,who plays the king of mississippi in true blood,m
337,train10736,who was crowned king of macedonia when he was 20,m
338,train10781,who played the little boy in the movie the green berets,m
339,train10833,who is johnny fontane supposed to be in the godfather,m
340,train10864,who played zorro son in the legend of zorro,m
341,train10886,who played the elephant man in ripper street,m
342,train10899,who played candy on two and a half men,m
343,train10907,who is the oldest man that ever lived,m
344,train10964,who plays the dad in malcolm in the middle,m
345,train11006,who smuggles sansa stark out of kings landing,m
346,train11008,who played mr cheeseman in dad's army,m
347,train11059,who plays the big guy in game of thrones,m
348,train11078,who dies in an officer and a gentleman,m
349,train11083,who is the father of accounting when and what did he describe,m
350,train11137,who wrote what kind of man would i be,m
351,train11176,who plays matt murdock's dad in daredevil,m
352,train11194,who won ncaa men's basketball in 2017,m
353,train11202,who became the mamodo king in zatch bell,m
354,train11274,little boy who played in the sixth sense,m
355,train11300,who played the nurse in band of brothers,m
356,train11338,who is the guy with wings in captain america,m
357,train11345,who plays frankie's father in the middle,m
358,train11429,who are the founding fathers of hip hop,m
359,train11559,who sang the song am a classic man,m
360,train11585,who said these are times that try men's souls,m
361,train11615,who holds the men's 100m sprint world record,m
362,train11628,who plays connor's father on chicago med,m
363,train11639,who played irene's son in home and away,m
364,train11698,who plays the dad in best friends whenever,m
365,train11785,swing vote movie who did he vote for,m
366,train11828,who is the actor that plays angela father on bones,m
367,train11849,who played king triton in the little mermaid,m
368,train11887,what is the name of the oxy clean guy,m
369,train11895,who did simba's voice in the lion king,m
370,train11917,who is typically considered to be the father of computing,m
371,train11963,who was the guy that died from jackass,m
372,train12043,who played the father in sound of music,m
373,train12046,who played the sheriff in the sons of katie elder,m
374,train12154,who played king george in the king's speech,m
375,train12159,who played the guitar in oh brother where art thou,m
376,train12160,misfits who does simon lose his virginity to,m
377,train12240,who is the guy in the i dont always meme,m
378,train12300,who plays will's cop boyfriend on will and grace,m
379,train12337,the second person of the trinity who became man,m
380,train12350,who wrote daddy won't you take me back to muhlenberg county,m
381,train12366,who sings we are one lion king 2,m
382,train12386,who is the father of seetha in ramayanam,m
383,train12434,who is the best selling boy band of all time,m
384,train12447,who does the voice of ferdinand the bull,m
385,train12453,who sang i'm gonna wash that man right out of my hair,m
386,train12456,who is known as the father of physical education in india,m
387,train12468,who plays mr. brown on meet the browns,m
388,train12479,who is the voice of the ice king,m
389,train12481,who is the singing chipmunk known for his christmas songs,m
390,train12527,who is the father of indian film industry,m
391,train12567,who won the fifa world cup 2015 men's,m
392,train12607,who will kill clay in sons of anarchy,m
393,train12632,what is the name of the village in goodnight mr tom,m
394,train12648,who won the first hoh on big brother 17,m
395,train12663,who does the voice of mr herbert on family guy,m
396,train12680,who is anakin's dad in star wars,m
397,train12681,who plays the king of the hill theme song,m
398,train12711,who plays the prince in once upon a time,m
399,train12727,who plays loki in son of the mask,m
400,train12772,who wins the men's royal rumble 2018,m
401,train12833,who wins veto on big brother week 7,m
402,train12834,who was known as the father of psychology,m
403,train12932,who is the owner of kings xi punjab in 2018,m
404,train12942,inbetweeners star who plays del boy in rock and chips,m
405,train12992,who is scarlett o'hara's second husband in gone with the wind,m
406,train12995,who plays mr frodo in lord of the rings,m
407,train13021,who plays hillary on fresh prince of bel air,m
408,train13035,who plays bernadettes dad on big bang theory,m
409,train13043,who is the father of indian library movement,m
410,train13055,who was the first villain spider man fought,m
411,train13225,who does the voice of kovu in lion king 2,m
412,train13227,who plays marcus alvarez on sons of anarchy,m
413,train13273,who stopped the muslim advance into europe in ad 732 with his victory near poitiers,m
414,train13275,who played pumbaa in the lion king movie,m
415,train13316,who was the man who tightroped across the twin towers,m
416,train13323,who have the colts played in the super bowl,m
417,train13413,who sang the songs in the king and i,m
418,train13492,who does the little prince meet on earth,m
419,train13493,who won the 2017 world's strongest man competition,m
420,train13496,who was killed at the toll booth in the godfather,m
421,train13509,who played kyle hobart in sons of anarchy,m
422,train13514,who was the king of france who built versailles,m
423,train13573,the man who invented the world wide web,m
424,train13595,who plays max on fresh prince of bel air,m
425,train13608,who has been designated as the chairman by the iba,m
426,train13740,who is the man who sings go compare,m
427,train13790,who is the father of the industrial revolution,m
428,train13796,who plays the scottish guy on sons of anarchy,m
429,train13809,who won us open men's single 2018,m
430,train13864,who plays monk on the tv show monk,m
431,train13890,who plays jimmy's brother on better call saul,m
432,train13894,who is al mahdi and what will he accomplish,m
433,train13910,who yielded his life an atonement for sin,m
434,train13913,who played stallone's son in over the top,m
435,train13932,who played melissa on two and a half men,m
436,train13983,who decided to use the neoclassical architectural style for his home in virginia,m
437,train14022,who is considered the father of modern geology,m
438,train14024,who voiced god in the prince of egypt,m
439,train14055,who does mufasa's voice in lion king,m
440,train14085,who was the third emperor of the ming dynasty,m
441,train14110,who is regarded as the father of modern atomic theory,m
442,train14131,who is the guy who plays captain america,m
443,train14174,who is vincent's father in the godfather,m
444,train14181,who was the first president of the united states why was he the choice of all,m
445,train14189,who is the founder of taoism and what book contains his teachings,m
446,train14207,who was the first known king of england,m
447,train14254,who played uncle jesse on the dukes of hazzard,m
448,train14290,who won the 2002 us open men's tennis championship,m
449,train14322,who does chris griffin voice on family guy,m
450,train14331,who killed omar's boyfriend in the wire,m
451,train14335,who introduced the technique of sign drawing of a man as a measure of intelligence,m
452,train14396,actor who plays happy on sons of anarchy,m
453,train14435,who won the seat of king in south australia,m
454,train14468,who played the brother in everybody loves raymond,m
455,train14483,who plays jack shephard's son in lost,m
456,train14511,who plays jack teller in sons of anarchy,m
457,train14564,who is the well spoken man on top gear,m
458,train14596,who played mr lucas on are you being served,m
459,train14638,who was the first person evicted from big brother season 1,m
460,train14702,who was the last emperor of the augustinian line,m
461,train14705,film about a boy whose dreams come true,m
462,train14710,who is the man with the burned face on game of thrones,m
463,train14729,who did the voice of miley cyrus on family guy,m
464,train14753,which superhero shares his name with a turkish city,m
465,train14828,who is the worldwide leader of the catholic church and where does he live,m
466,train14837,who was the song dear mr president written about,m
467,train14844,who does the voice over for stewie in family guy,m
468,train14848,what is richard's last name in tommy boy,m
469,train14890,who inspired sir arthur conan doyle to write sherlock holmes,m
470,train14918,who sang i know him so well with elaine page,m
471,train15070,who won the men's us open 2017,m
472,train15165,who plays the bad guy in smurfs 2,m
473,train15174,who plays the atf agent on sons of anarchy,m
474,train15303,who plays king george in once upon a time,m
475,train15320,who played bull hurley in over the top,m
476,train15328,who wrote a romance called le morte d'arthur about the death of king arthur,m
477,train15349,who does the old man voice on family guy,m
478,train15361,who plays benny the bull in real life,m
479,train15364,what is the last name of the property brothers,m
480,train15379,who was captain swing and who did he represent,m
481,train15396,who is the actor that plays the grandfather on blue bloods,m
482,train15397,who is known as the father of algebra,m
483,train15404,who is the issuing authority for pa drivers license,m
484,train15443,who plays eli roosevelt in sons of anarchy,m
485,train15456,who wrote against animal experimentation with his book animal liberation,m
486,train15459,who plays the older brahms in the boy,m
487,train15502,who crowned himself as an emperor of france in 1804,m
488,train15560,who plays the attorney on sons of anarchy,m
489,train15571,who plays beast boy in teen titans go,m
490,train15618,who is considered to be the father of rap,m
491,train15621,who pioneered animated movies with his short feature steamboat willie in 1928,m
492,train15636,who is regina's dad once upon a time,m
493,train15648,who is the little boy on the shining,m
494,train15659,who did the song he ain heavy he my brother,m
495,train15688,metal gear man who sold the world cover,m
496,train15718,who starred in the man who never was,m
497,train15719,who played jesus in the movie king of kings,m
498,train15810,who wrote the band of brothers theme song,m
499,train15813,who plays the little boy in home alone,m
500,train15879,who was the king of england in 1888,m
501,train15896,who plays aria's father in pretty little liars,m
502,train15901,who played rat boy on sons of anarchy,m
503,train15911,who was murdered by my boyfriend based on,m
504,train15921,who played carlton on the fresh prince of bel-air,m
505,train15927,who is the youngest boy to climb mount everest,m
506,train15933,what is the name of the ancient egyptian kings,m
507,train16021,who played bob on big man on campus,m
508,train16026,who created the declaration of the rights of man,m
509,train16040,who is david's dad in the bible,m
510,train16068,who was considered the father of american geography,m
511,train16088,who played mr darcy in the 1940 film version of pride and prejudice,m
512,train16096,who plays the son of hook in desendants 2,m
513,train16098,who played the medic in band of brothers,m
514,train16131,who played alice boyfriend on the brady bunch,m
515,train16141,who wrote the man in the gray flannel suit,m
516,train16151,who plays general zod in man of steel,m
517,train16208,who plays the black knight in family guy,m
518,train16230,how old is the boy who played elliot in et,m
519,train16244,who holds the record for most mr olympia,m
520,train16251,who is colin farrell in saving mr banks,m
521,train16270,who wrote the song man in the middle,m
522,train16284,who is the daddy in bridget jones baby,m
523,train16313,who is best known for his advocacy of laissez-faire as the guiding principle for economic policy,m
524,train16403,who won the who shot mr burns contest,m
525,train16473,who extolled the equality of conditions in his book democracy in america (points 2),m
526,train16495,who was a free man in paris written about,m
527,train16514,who played uncle arthur in the comedy company,m
528,train16530,who is king of the ocean in spongebob,m
529,train16537,who was the chola king under whose region the brihadeeswara temple of tanjore was constructed,m
530,train16549,who played lindsay on two and a half men,m
531,train16563,the man who sold his life on ebay,m
532,train16574,who is an irish airman foresees his death about,m
533,train16576,who was known as the tramp or the king of comedy,m
534,train16579,who told child is the father of man,m
535,train16619,what was the owls name in mr rogers,m
536,train16643,who played penny's father on big bang,m
537,train16649,in genesis 14 who was the king of salem,m
538,train16660,who plays po dad in kung fu panda,m
539,train16690,who is the happy warrior who is he,m
540,train16717,who was crowned king of england in 1327,m
541,train16788,who was boccaccio and what did he write,m
542,train16796,who plays prince caspian in the chronicles of narnia,m
543,train16805,who is the voice of scar on lion king,m
544,train16817,who was the oldest man that lived in the bible,m
545,train16836,whats the name of the movie with vegeta's brother,m
546,train16881,who is tucks father in grey's anatomy,m
547,train16918,who plays maya's dad in the 100,m
548,train16935,who plays dwight's brother in the office,m
549,train16986,who voices the prince in happily never after,m
550,train17021,who is the actor who played opie on sons of anarchy,m
551,train17062,who was the founding father of the bernina sewing machine,m
552,train17097,who was the oldest son on home improvement,m
553,train17151,who is the current mr money inthe bank,m
554,train17194,who played the dad on back to the future,m
555,train17246,who wrote the lyrics for the lion king,m
556,train17249,who wrote the song you're still a young man,m
557,train17415,who played tara in the man who invented christmas,m
558,train17469,who played barbara husband on one day at a time,m
559,train17483,who plays the ice king in adventure time,m
560,train17514,who wrote the song in the shelter of his arms,m
561,train17519,who played mr green in the night before,m
562,train17520,who played the old gypsy man in thinner,m
563,train17584,who wrote a good man is hard to find,m
564,train17591,who played abby's brother kyle on ncis,m
565,train17612,who played cedric diggory dad in harry potter,m
566,train17625,who sings does he love me with reba,m
567,train17670,who was the boy in brandy i wanna be down video,m
568,train17672,who is the guy who talks on disney channel,m
569,train17719,who voiced luanne from king of the hill,m
570,train17770,who played the willis's son on the jeffersons,m
571,train17774,who was the supposed divine father of theseus,m
572,train17830,who is considered by many to be the father of soul,m
573,train17852,who was irving berlin and what did he do,m
574,train17991,who discovered that energy travels in discrete units that he called quanta,m
575,train18072,who played carol's boyfriend sandy on growing pains,m
576,train18141,halloween 6 who is the man in black,m
577,train18198,who played scott baldwin's father on general hospital,m
578,train18199,who played mr. mooney on the lucy show,m
579,train18226,who sings the song carry on my wayward son,m
580,train18255,who is the guy who does movie trailers,m
581,train18274,who is called as father of c programming language,m
582,train18286,who killed jax dad in sons of anarchy,m
583,train18291,who voices vinny the dog on family guy,m
584,train18300,who owns the sands casino in bethlehem pa,m
585,train18314,where does the name portugal the man come from,m
586,train18329,who plays chelsea on two and a half men,m
587,train18333,who gave voice for king julian in madagascar,m
588,train18336,who plays elf king in desolation of smaug,m
589,train18384,who dies in shut up flower boy band,m
590,train18391,who plays david hale on sons of anarchy,m
591,train18462,who plays the bad guy in terminator 2,m
592,train18465,who played the father on the donna reed show,m
593,train18600,who is the lead singer of portugal the man,m
594,train18694,who is known as the father of texas,m
595,train18731,who is said be the father of volleyball,m
596,train18739,who plays shiv's ex boyfriend on succession,m
597,train18771,who played lucky on king of the hill,m
598,train18792,who is known as the father of the internet,m
599,train18799,who is the guy on the kentucky fried chicken commercial,m
600,train18833,who played katherine chancellor's son on y&r,m
601,train18883,who does jerome's voice on family guy,m
602,train19040,who plays tom riddle in the half blood prince,m
603,train19053,who was portrayed as the anderson brothers cousin,m
604,train19105,who was known as the father of the underground railroad,m
605,train19127,who sings the song big iron on his hip,m
606,train19164,who does the voice of diane on family guy,m
607,train19242,who was the last scottsboro boy to be freed from prison,m
608,train19260,where does the last name bull come from,m
609,train19276,where did mumford and sons get their name,m
610,train19376,who plays clark kent in man of steel,m
611,train19384,who voiced prince eric in the little mermaid,m
612,train19523,what is maggie's dads name in the walking dead,m
613,train19557,who replaced tom brady when he was hurt,m
614,train19572,who sings the song majestic from american dad,m
