,_id,text,orig_gender
81,train1193,are dr jekyll and mr hyde the same person,g
82,train1227,who plays the wife on last man standing,g
83,train1236,who plays randall's dad on this is us,g
84,train1247,who does jeff fisher's voice on american dad,g
85,train1255,who was the guy that shot himself on tv,g
86,train1280,who sings come back when you grow up girl,g
87,train1295,who plays barry's father on the flash,g
88,train1298,who played the son in daddy day care,g
89,train1312,who played ms pearly on friday after next,g
90,train1321,who played lt jones in band of brothers,g
91,train1322,who played sweet daddy williams on good times,g
92,train1332,who played cole in mr holland's opus,g
93,train1339,who was the us president when uncle sam got his nickname,g
94,train1396,who played phoebe's brother's wife on friends,g
95,train1400,who is the actress that played princess leia,g
96,train1405,who is the first photographer that is discussed in the reading from his in the american west series,g
97,train1406,what is another term for kings or queens who hold total power,g
98,train1407,who won last year's women's world cup,g
99,train1427,who played the lady in choo choo soul,g
100,train1437,who is dawn married to in real housewives of cheshire,g
101,train1446,man who tore his hamstring in the olympics,g
102,train1471,who is the author of the story how my brother leon brought home a wife,g
103,train1504,who played compos son in last of the summer wine,g
104,train1512,who plays perseus mother in clash of the titans,g
105,train1545,who played ramses in exodus gods and kings,g
106,train1557,who plays zoey how i met your mother,g
107,train1571,who plays the sister in guardians of the galaxy,g
108,train1572,who founded the first monastery ever in the history of christianity,g
109,train1592,who wrote the song this girl is on fire,g
110,train1595,who was the mom on father knows best,g
111,train1608,who plays the exorcist girl in scary movie 2,g
112,train1633,who plays jonathan's mom in hotel transylvania 2,g
113,train1639,who is the first foreign born first lady,g
114,train1646,who plays shawn's brother in the good doctor,g
115,train1661,who does mila kunis play on family guy,g
116,train1665,who sang. she flies like a bird in the sky,g
117,train1687,who killed the man on the orient express,g
118,train1694,what was blondies name before she married dagwood,g
119,train1713,who played coach boone wife in remember the titans,g
120,train1730,who is the girl that sings oceans where feet may fail,g
121,train1745,who played brian in father of the bride,g
122,train1747,who was the first woman to land a triple axle at the olympics,g
123,train1765,who runs the international davis cup events for men's tennis,g
124,train1819,who is the actress that became a nun,g
125,train1828,who played worf's son in star trek the next generation,g
126,train1834,who sang most beautiful girl in the world,g
127,train1852,who sings i'm not that girl in wicked,g
128,train1865,who plays jack hunter in boy meets world,g
129,train1881,who plays lily on how i met your mother,g
130,train1883,who kissed the frog that turned into a prince,g
131,train1889,who played mr. freeze in the original batman,g
132,train1902,who is the father of the nuclear navy,g
133,train1903,who used to be the host of man vs food,g
134,train1948,who played the boy in the plastic bubble,g
135,train1956,who is mrs x in the nanny diaries,g
136,train1960,who plays quinn in how i met your mother,g
137,train1961,who is im in love with a church girl based on,g
138,train1964,who played john wayne's daughter in mcclintock,g
139,train1972,who was glumdalclitch how did she help gulliver,g
140,train1980,who is the actress of the new wonder woman,g
141,train1987,who wrote the song the king is gone,g
142,train2009,who played derek's sister on grey's anatomy,g
143,train2017,who won the male singles section at this years australian open,g
144,train2032,who was the king of england in 1951,g
145,train2061,who has been appointed as chairman of the 15th finance commission,g
146,train2075,guy who voices bob from bob's burgers,g
147,train2096,who sang the original version of mr. bojangles,g
148,train2099,who played the wicked witch on wizard of oz,g
149,train2126,who plays tony dinozzo's father on ncis,g
150,train2128,who is the movie girl in the box based on,g
151,train2147,who is he and what is he to you creative source,g
152,train2165,who is the man in we are never ever getting back together,g
153,train2170,who played curly watts wife in coronation street,g
154,train2225,who does julie andrews play in princess diaries,g
155,train2243,who was the first evicted from big brother 19,g
156,train2252,the actor who played fredo in the godfather,g
157,train2304,american female singer who died in a plane crash,g
158,train2313,who wrote the melody to god save the queen,g
159,train2331,who was the joker before he went crazy,g
160,train2350,who played jim lovell's daughter in apollo 13,g
161,train2353,who was the mother on lost in space,g
162,train2357,who played the dirty old man on laugh in,g
163,train2361,who does princess maria marry in war and peace,g
164,train2366,who played the oldest daughter on the nanny,g
165,train2386,who plays jay's ex wife on modern family,g
166,train2436,who sings give me some kind of sign girl,g
167,train2447,who plays simba's mom in the lion king,g
168,train2449,who sang old man river in the film showboat,g
169,train2452,who won the 1985 ncaa men's basketball championship,g
170,train2454,who played lucas mccain son on the rifleman,g
171,train2504,what is coach's real name new girl,g
172,train2523,who played mother on little house on the prairie,g
173,train2525,who become the tata sons chairman in 2017,g
174,train2536,who is the actress that plays claire on outlander,g
175,train2538,who plays kyle's mother in csi miami,g
176,train2569,who owns the mother lode mine in mccarthy alaska,g
177,train2570,who appoints chairman of state public service commission,g
178,train2572,who is pablo picasso and what did he do,g
179,train2580,who played andy's brother in the office,g
180,train2585,who does eden hazard's brother play for,g
181,train2590,who plays will on girlfriends guide to divorce,g
182,train2613,who played tony and ziva's daughter on ncis,g
183,train2619,who was the asian fly girl on in living color,g
184,train2623,who plays the wildling girl in game of thrones,g
185,train2625,who plays ares in the movie wonder woman,g
186,train2633,who plays trey in father of the year,g
187,train2648,who played sky king in the tv series,g
188,train2665,who plays liam's brother on bold and the beautiful,g
189,train2672,who painted the lady with the pearl earring,g
190,train2683,who plays sheldons girlfriend on big bang theory,g
191,train2690,who marries ted in how i met your mother,g
192,train2699,who was originally offered the role of pretty woman,g
193,train2706,who takes travis aside and tells him to shoot any animal that contracts hydrophobia,g
194,train2718,who is known as father of english literature,g
195,train2740,who plays the grandmother in switched at birth,g
196,train2761,who led the progressive movement in wisconsin where he served as governor,g
197,train2762,who played doug's sister in king of queens,g
198,train2765,who is the father in the rosie project,g
199,train2767,who does gnomeo meet in the park and what does he tell him,g
200,train2768,who plays boyles dad in brooklyn nine nine,g
201,train2771,who plays the dad in daddy's home,g
202,train2795,who played queen victoria in the tv series,g
203,train2841,who plays serena's little brother in gossip girl,g
204,train2897,who played sophie in the original mama mia,g
205,train2906,surname of woman who owns pie shop in sweeny todd,g
206,train2910,who is the boy in blues brothers 2000,g
207,train2925,who played king joffrey on game of thrones,g
208,train2933,who played the mom in diary of a wimpy kid,g
209,train2990,who was the only u.s. president whose grandfather was also president,g
210,train3003,who is the actress that plays hope on the bold and the beautiful,g
211,train3006,who played the girl in true grit with john wayne,g
212,train3012,who plays the blue lady in the fifth element,g
213,train3046,who played sister mary eunice in american horror story,g
214,train3051,who plays alice's mom in home again,g
215,train3114,who played mother superior in sound of music movie,g
216,train3124,who sang john the revelator on sons of anarchy,g
217,train3127,who wrote mrs dalloway and a room of one s own,g
218,train3129,who played mrs garrett on the facts of life,g
219,train3133,who plays mr fitz in pretty little liars,g
220,train3144,who is bethany platts dad in coronation st,g
221,train3147,who wrote daddy was an old time preacher man,g
222,train3173,who plays peter parker in amazing spider man,g
223,train3191,who played hotchner's wife in criminal minds,g
224,train3197,where did the name red bull come from,g
225,train3207,who wrote the girl who played with fire,g
226,train3215,who played the bishop in the bishop's wife,g
227,train3243,who plays toby's wife on west wing,g
228,train3244,who plays duke orsino in she's the man,g
229,train3278,who is jake's mom in the dark tower,g
230,train3283,who wrote the song better man for little big town,g
231,train3302,who is the father of the constitution of india,g
232,train3317,who sings the song she from notting hill,g
233,train3346,who is known as the father of polygraph,g
234,train3367,who played michael corleone's son in godfather 2,g
235,train3382,actress who plays jill on the young and the restless,g
236,train3392,who played jason grimshaw's dad in corrie,g
237,train3394,who started the women's suffrage movement in canada,g
238,train3420,who was the girl who played judy on leave it to beaver,g
239,train3463,who plays sheldon's mom in big bang theory,g
240,train3473,who sang the song she wears my ring,g
241,train3475,who is known as the father of gospel music,g
242,train3485,who was the boy in the never ending story,g
243,train3486,who is the strongest man that ever lived,g
244,train3488,who is sarah's baby's dad in corrie,g
245,train3511,who played the daughter in everybody loves raymond,g
246,train3514,who played colleen in dr quinn medicine woman,g
247,train3523,who does mrs puff's voice on spongebob,g
248,train3526,who is known as the father of toxicology,g
249,train3559,who was the painter who cut his ear,g
250,train3589,who sang the song if i were a boy,g
251,train3613,who played jazz in fresh prince of bel air,g
252,train3651,who plays the red queen in resident evil,g
253,train3658,man who ran over pedestrians in new york,g
254,train3677,who plays the spanish girl in orange is the new black,g
255,train3695,who was the only female prime minister of canada,g
256,train3706,who sings the song a girl like you,g
257,train3710,who plays tim mcgee's girlfriend on ncis,g
258,train3717,who played darien in the last boy scout,g
259,train3758,who wrote the book of 1&2 kings,g
260,train3760,who plays stifler's mom in american pie,g
261,train3765,who said man is the measure of all things,g
262,train3769,who plays the sheriff in sons of anarchy,g
263,train3795,who played melinda gordon's mother on ghost whisperer,g
264,train3814,who played robin on how i met your mother,g
265,train3822,who is the actress that played kimmy gibbler on full house,g
266,train3842,who sings youre gonna miss me when im gone,g
267,train3897,what is pepper's real name from iron man,g
268,train3907,who sang the songs in coal miner's daughter,g
269,train3914,who plays serena van der woodsen's father,g
270,train3937,who plays the little girl in return to oz,g
271,train3948,who sang oh happy day in sister act 2,g
272,train3963,who played mrs buckminster on how i met your mother,g
273,train3972,who played mr. furley on three's company,g
274,train3973,who played carrie's boss on king of queens,g
275,train4012,who said god in his heaven all's right with the world,g
276,train4042,actress who starred in films including pretty woman and notting hill,g
277,train4058,who played jeremy on here comes the brides,g
278,train4062,who did robert de niro play in godfather 2,g
279,train4063,who wrote the lyrics to my fair lady,g
280,train4135,who played george's girlfriend susan on seinfeld,g
281,train4147,who wrote the book the godfather in 1969,g
282,train4152,who is the surfer who lost her arm,g
283,train4153,who wrote speak to a girl by tim mcgraw,g
284,train4169,who married mr. wickham in pride and prejudice,g
285,train4195,who plays reid's mom on criminal minds,g
286,train4210,who is the prince of persia in the bible,g
287,train4232,who did michael kill at the end of the godfather,g
288,train4249,who played charlie chan's number one son,g
289,train4253,who is the guy on the cover of you've come a long way baby,g
290,train4278,who sang im in love with the other woman,g
291,train4280,who is nate's father on the young and restless,g
292,train4281,who sang the song hey there lonely girl,g
293,train4309,who is the chairman of human rights commission,g
294,train4311,actress who plays dr obrecht on general hospital,g
295,train4316,who plays king richard in the white queen,g
296,train4318,who played the father in father of the bride,g
297,train4323,who plays jason the investigator on the good wife,g
298,train4329,who is the girl in when i'm gone,g
299,train4375,who played rachel's sister amy on friends,g
300,train4376,who is the guy who does thug notes,g
301,train4384,who plays the girl in the 5th wave,g
302,train4409,who does the voice of nemo's dad in finding dory,g
303,train4432,who played wonder woman's mother on the tv series,g
304,train4445,who is considered the mother of philippine folklore,g
305,train4473,who is the guy that makes daredevils suit,g
306,train4480,who sings i wanna be your man,g
307,train4482,who played ben matlock's daughter on matlock,g
308,train4489,from which body part shurpnakha drive her name,g
309,train4492,who is the little girl in august rush,g
310,train4523,who played the wild boy in mad max 2,g
311,train4531,who wrote the music and lyrics for the lion king,g
312,train4545,who sings even the man in the moon is crying,g
313,train4547,who sang from a jack to a king,g
314,train4548,who plays greg's mom in the long haul,g
315,train4617,who was known as the father of medicine,g
316,train4627,who is the actor that plays clay on sons of anarchy,g
317,train4637,who is the actress that plays pepper on american horror story,g
318,train4663,who wrote his eye is on the sparrow song,g
319,train4681,who plays sandy the male nanny in friends,g
320,train4729,who played miley's mom on hannah montana,g
321,train4740,who has been appointed the new chairman of cauvery water dispute tribunal,g
322,train4751,who sings grandma got run over by a reindeer lyrics,g
323,train4794,the girl who was shot for going to school,g
324,train4816,who played the role of sakshi in ms dhoni,g
325,train4824,who owns the land where burning man is held,g
326,train4829,who plays leonard on sabrina the teenage witch,g
327,train4831,who plays garcia's boyfriend on criminal minds,g
328,train4838,who is the quote though she be but little she is fierce about,g
329,train4842,who plays lisa on fresh prince of bel air,g
330,train4856,who plays the little boy in maid in manhattan,g
331,train4880,who is the kid that played in big daddy,g
332,train4917,who plays eve baxter in last man standing,g
333,train4933,who plays hershel's daughter on walking dead,g
334,train4938,who plays the old man in mr nobody,g
335,train4943,who played the wife on mcmillan & wife,g
336,train4944,who did vincent van gogh sell his painting to,g
337,train4946,who is the actress of harley quinn in suicide squad,g
338,train4982,who voiced spider man in the new game,g
339,train5005,who is the girl in justin timberlake what goes around comes around,g
340,train5011,who is the girl cop in super troopers,g
341,train5012,who was the british king who lost all of the 13 colonies during the american revolutionary war,g
342,train5039,who played uncle ned on dennis the menace,g
343,train5051,who played laura palmer's mother on twin peaks,g
344,train5055,who was the greatest female athlete of the first half of the 20th century as voted by the ap,g
345,train5060,who plays the girl in a knight's tale,g
346,train5066,who plays the little girl on remember the titans,g
347,train5074,who played dr chase's father on house,g
348,train5080,who played amy's brother peter on everybody loves raymond,g
349,train5090,what is bella off twilight's daughters name,g
350,train5119,who is the girl in one call away,g
351,train5124,who did blair end up with in gossip girl,g
352,train5125,who played the girl in journey 2 the mysterious island,g
353,train5130,where did the name grandfather clock come from,g
354,train5152,who won the first ever women's rugby world cup,g
355,train5156,who plays ricky bobby's dad in talladega nights,g
356,train5170,who played the tin man in the wizard of oz,g
357,train5171,who played hank pym's daughter in ant man,g
358,train5201,who plays hunter grandmother in home and away,g
359,train5205,who is the actor who plays the son on breaking bad,g
360,train5245,who played mr. carlin on the bob newhart show,g
361,train5260,who does joe's voice on family guy,g
362,train5261,who plays california's son in the office,g
363,train5270,who plays stacey in stacy's mom music video,g
364,train5276,who played the mother in the thorn birds,g
365,train5279,who sang somebody's knocking should i let him in,g
366,train5314,who was the actress that played aunt bea,g
367,train5320,who sang you're a mean one mr. grinch in 1966 tv short,g
368,train5324,what is the real name of scarlet witch,g
369,train5328,who is the most awarded actress of all time,g
370,train5356,who plays lucious lyon's mother on empire,g
371,train5418,who played steve mcdonald's wife in coronation street,g
372,train5435,who sings your a mean one mr. grinch,g
373,train5436,who was the actress in dancing with wolves,g
374,train5492,who does the voice of mort on family guy,g
375,train5519,who is the teacher in boy meets world,g
376,train5536,who played mr bingley in pride and prejudice,g
377,train5540,who was the king of england in 1755,g
378,train5564,who is the little black girl on full house,g
379,train5586,who is gay king in game of thrones,g
380,train5612,who discovered penicillin and how did he make the discovery,g
381,train5623,who played alan turner's son in emmerdale,g
382,train5666,who plays amy's mother in everybody loves raymond,g
383,train5702,who plays john kramer's wife in saw,g
384,train5708,who starred in o brother where art thou,g
385,train5715,what is the girl ducks name in ducktales,g
386,train5822,who plays jess's sister in bridge to terabithia,g
387,train5833,who does mr. jones represent in animal farm,g
388,train5856,who is the guy in the don't leave music video,g
389,train5873,who is the bella twins mother married to,g
390,train5900,who played the daughter in national lampoon's christmas vacation,g
391,train5976,who played snow queen in once upon a time,g
392,train5999,who plays danny's sons on blue bloods,g
393,train6046,who played the part of uncle ernie in the movie version of the rock opera tommy,g
394,train6062,who was the king of france in 1306,g
395,train6068,who plays mr. tumnus in the chronicles of narnia,g
396,train6089,who plays the sister in home alone 3,g
397,train6100,who wrote the novel king solomon's mines,g
398,train6103,who was the first female medal of honor recipient,g
399,train6121,who is regarded as the father of the scenario method,g
400,train6122,who sang the song she blinded me with science,g
401,train6153,who sang i will follow him in sister act,g
402,train6161,who sang the original song king of the road,g
403,train6170,who is known as the father of modern rocketry,g
404,train6175,what is the name of hanuman's father,g
405,train6230,who made play that funky music white boy,g
406,train6236,who plays mr selfridge in the hit series,g
407,train6255,who is the queen in star wars episode 1,g
408,train6273,who wrote the song jessica by the allman brothers,g
409,train6274,who plays the wife of the president on designated survivor,g
410,train6280,who plays michelle's boyfriend in coronation street,g
411,train6284,what does the name eden mean for a girl,g
412,train6317,who is grendel's father in the poem,g
413,train6327,who is the lady that does the progressive insurance commercials,g
414,train6330,who played the cigarette smoking man on the x-files,g
415,train6365,who wrote you ain't woman enough to take my man,g
416,train6368,who played han solo son in star wars,g
417,train6385,who is the actress that played 7 of 9 on star trek,g
418,train6398,who played the candy man in willy wonka,g
419,train6409,who is known as the father of green revolution,g
420,train6420,who played simon barlow's mother in coronation street,g
421,train6422,who does the little girl voice in despicable me,g
422,train6441,who plays menendez brothers in law and order,g
423,train6450,who played cousin emma on sanford and son,g
424,train6454,who sings paint it black in the last witch hunter,g
425,train6456,who sings i'm just a jealous guy,g
426,train6495,who voices spirit in spirit stallion of the cimarron,g
427,train6538,who plays the voice of mufasa in lion king,g
428,train6557,who plays young cece rhodes in gossip girl,g
429,train6563,who transferred his capital from delhi to daulatabad,g
430,train6569,who sang simon smith and his amazing dancing bear,g
431,train6576,who played the black girl in imitation of life,g
432,train6579,who plays brennan's brother in step brothers,g
433,train6630,who plays pipers mom on orange is the new black,g
434,train6643,who played max when he turned into a girl,g
435,train6668,who played the judge on my two dads,g
436,train6709,who plays the fairy god mother in shrek 2,g
437,train6722,who was the first egyptian king to be called pharaoh,g
438,train6728,who won the second series of big brother,g
439,train6740,who is the old man that comes out in every marvel movie,g
440,train6743,who is the injured man in the open boat,g
441,train6764,who is the girl in guns n roses,g
442,train6782,who plays blair's father in gossip girl,g
443,train6784,who is the lorax and what is his role,g
444,train6807,who lost his head in the french revolution,g
445,train6813,who is the first female supreme court chief justice,g
446,train6822,can a man legally change his last name,g
447,train6829,who is the actor that plays iron man,g
448,train6830,who is the guy singing in if we were a movie,g
449,train6833,what is the real name of iron man,g
450,train6847,who played moonlight man in gerald's game,g
451,train6862,who is riley's mom on baby daddy,g
452,train6874,who is mary's husband in the bible,g
453,train6891,actress who played scout to kill a mockingbird,g
454,train6893,who was emperor of rome in 79 ad,g
455,train6950,who is the actress that plays alice in twilight,g
456,train6957,who was the first african american woman to serve in the senate,g
457,train6975,who is the actress of hate story 2,g
458,train6977,who plays jonathan turner in boy meets world,g
459,train7072,who played guitar on mama i'm coming home,g
460,train7082,who plays the father on republic of doyle,g
461,train7093,who wrote all she wants to do is dance,g
462,train7102,actress who plays rose in the last jedi,g
463,train7116,who played daenerys targaryen brother in game of thrones,g
464,train7127,who sings i am your lady and you are my man,g
465,train7168,who plays steph's mom on the fosters,g
466,train7182,who played king herod in jesus christ superstar,g
467,train7185,who plays trina sister on real husbands of hollywood,g
468,train7196,who plays cat grant's son on supergirl,g
469,train7218,who plays the female lead in the movie raam leela,g
470,train7242,who became known as the father of the constitution,g
471,train7259,who dies in dr jekyll and mr hyde,g
472,train7264,who does the singing in queen of the damned,g
473,train7266,what is the local name of the philippine mouse deer,g
474,train7283,who plays barney from how i met your mother,g
475,train7288,who is the actress that plays daphne on switched at birth,g
476,train7315,when will the man who killed don quixote be released,g
477,train7332,who played aunt pittypat in gone with the wind,g
478,train7347,who are the two named suitors in the odyssey,g
479,train7377,who wrote the song girl you'll be a woman soon,g
480,train7396,who plays dwayne dad in death in paradise,g
481,train7439,who sang the original son of a preacher man,g
482,train7455,who played uncle fester in the addams family movies,g
483,train7462,who won wimbledon women's singles champion 2014,g
484,train7478,who is the couple in how i met your mother,g
485,train7488,who is the original singer of you're gonna miss me when i'm gone,g
486,train7490,who played chuck on king of the hill,g
487,train7516,who sings theme song for sons of anarchy,g
488,train7552,who played the role of the mother in the film mother india,g
489,train7562,who did paris say was the most beautiful goddess,g
490,train7564,who played the phantom in league of extraordinary gentlemen,g
491,train7574,who wrote the lyrics to man in the mirror,g
492,train7583,who plays miss summers on switched at birth,g
493,train7587,who got married in think like a man 2,g
494,train7597,who led the revolt against the english king,g
495,train7631,who was the inca king who began the conquest that led to the creation of their empire,g
496,train7669,who wrote because he lives i can face tomorrow,g
497,train7676,who plays the mom in the fault in our stars,g
498,train7704,who gets pregnant on gossip girl season 5,g
499,train7714,who sang me and mrs jones original version,g
500,train7760,who is rag n bone man backing singer,g
501,train7765,who is the first woman president of india national congress,g
502,train7766,what is the father name in swiss family robinson,g
503,train7771,who played diva plavalaguna in the fifth element,g
504,train7774,who used to present one man and his dog,g
505,train7775,who is the founding father of keynesianism (last name),g
506,train7796,who was the queen of england in 1890,g
507,train7799,who plays the pigeon lady in home alone,g
508,train7802,who plays david hale's brother on sons of anarchy,g
509,train7846,what is the name of the princess in frozen,g
510,train7868,who played the little girl mermaid in splash,g
511,train7869,who said god open the eyes of the king of england,g
512,train7902,who won women's cricket world cup 2018,g
513,train7943,who is the actress who plays the mayor in blue bloods,g
514,train7947,who was the first woman to win the academy award for best adapted screenplay,g
515,train8007,who was responsible for overthrowing the emperor of the yuan dynasty in 1368,g
516,train8010,who is the president of china and how old is he,g
517,train8013,who plays jim's dad in american pie,g
518,train8022,who was the chola king to have conquered bengal,g
519,train8032,the name of the richest king in nigeria,g
520,train8051,who started the fire at rick's on desperate housewives,g
521,train8086,who killed the flash's mother in the comics,g
522,train8088,who is the girl that does the capital one commercial,g
523,train8117,who was the first king chosen to rule over the israelites,g
524,train8134,what episode does sister jude sing the name game,g
525,train8153,who played uncle albert in only fools and horses,g
526,train8167,who developed his approach to personality based on the reticular activation system,g
527,train8168,who is the actress that plays donna on suits,g
528,train8175,write the name of two kings of chahamanas dynasty,g
529,train8211,who plays denis leary's girlfriend in animal kingdom,g
530,train8218,who does the voice of mr grouper on bubble guppies,g
531,train8222,who plays michael's mother in prison break,g
532,train8239,who plays dr turner's wife in call the midwife,g
533,train8268,who sang i wish i had jessie's girl,g
534,train8271,who is the old woman in the shining,g
535,train8284,who won the booker prize in 2008 for his novel the white tiger,g
536,train8287,who plays arias brother in pretty little liars,g
537,train8298,where did the name big brother come from,g
538,train8308,who made the fresh prince of bel air theme song,g
539,train8315,who was the first african american woman elected to congress,g
540,train8323,who is the actress that plays elizabeth on general hospital,g
541,train8343,who plays devoe's wife in the flash,g
542,train8358,who played oz wife in auf wiedersehen pet,g
543,train8373,who plays marie's brother in bourne ultimatum,g
544,train8390,who played the mom on the brady bunch,g
545,train8397,who played jesse's wife on full house,g
546,train8404,where is the girl who silenced the world for 5 minutes,g
547,train8408,who won the women's 2017 us open,g
548,train8415,who sang i'll fly away in o brother where art thou,g
549,train8435,who was the first artist signed to bad boy records,g
550,train8441,who is known as the blue eyed miss india,g
551,train8464,who became king at age 7 in the bible,g
552,train8475,who plays chuck the evil sandwich making guy,g
553,train8502,who plays the dad in nanny mcphee 2,g
554,train8517,who was the mom on 8 is enough,g
555,train8531,who plays earl's wife in my name is earl,g
556,train8549,who sings the song spooky little girl like you,g
557,train8554,who was the movie white boy rick based off of,g
558,train8569,who is the actress that plays nurse jackie,g
559,train8575,who won the women's cricket world cup,g
560,train8601,who is talking at the beginning of thriller by fall out boy,g
561,train8638,who is known as the father of sanskrit grammar,g
562,train8641,who plays the female lead in the 2016 film the accountant,g
563,train8657,who sang mother of mine on opportunity knocks,g
564,train8658,who gave women's right to vote first,g
565,train8665,the story the little boy who cried wolf,g
566,train8685,who is the girl in the video i don't want this night to end,g
567,train8688,who played jessica in the man from snowy river,g
568,train8694,who played the prince of darkness in criminal minds,g
569,train8730,who played annie's dad on 7th heaven,g
570,train8745,who plays samson's mom in the movie samson,g
571,train8765,who was the first woman elected to the accounting hall of fame,g
572,train8811,who was the girl that played punky brewster,g
573,train8832,the guy who plays chris in everybody hates chris,g
574,train8835,who was carol from new york housewives married to,g
575,train8858,who played gary ewing's wife on knots landing,g
576,train8864,who played the king in the movie one night with the king,g
577,train8925,roman emporer who wanted to make his horse consul,g
578,train8937,who plays victoria on how i met your mother,g
579,train8958,who played the dad on that 70 show,g
580,train8962,who played deacon palmer on king of queens,g
581,train9015,actress who played star on one life to live,g
582,train9027,who is the present chairman of law commission of india,g
583,train9032,who is the actress in meet joe black,g
584,train9035,who sings ill make a man out of you,g
585,train9063,who in the bible almost sacrificed his son,g
586,train9066,who is the actress that played paris in my big fat greek wedding 2,g
587,train9144,who played the little boy in close encounters of the third kind,g
588,train9145,who plays teenage clark kent in man of steel,g
589,train9147,who played the natives in king kong 2005,g
590,train9150,who is the actress that plays cersei on game of thrones,g
591,train9154,who are the brothers who made the matrix,g
592,train9177,who was the man who escaped from alcatraz,g
593,train9179,who sang hey girl don't bother me,g
594,train9181,who killed henry in the time traveler's wife,g
595,train9213,who has won the title of miss india 2017,g
596,train9223,who wrote the song don't take the girl,g
597,train9272,who said walk with the king today and be a blessing,g
598,train9295,who plays benji's brother in alone together,g
599,train9305,who played roy croppers mother in coronation street,g
600,train9311,who won the third series of big brother,g
601,train9316,who sang i don't want to miss a thing first,g
602,train9324,who plays cinderella's prince in the movie into the woods,g
603,train9338,who sings half the dad he didn't have to be,g
604,train9411,who wrote the girl with the dragon tattoo,g
605,train9417,what is the real name of mr bojangles,g
606,train9440,who does the guy end up with in definitely maybe,g
607,train9449,who played robert de niro's wife in godfather 2,g
608,train9451,who played brad in how i met your mother,g
